relative_path,filename,extension,size_mb,folder_depth,parent_folder,suspected_placeholder
Веб-разработка/HTML-CSS/Шпаргалки_для_начинающего_верстальщика.pdf,Шпаргалки_для_начинающего_верстальщика.pdf,.pdf,1.14,2,HTML-CSS,no
Веб-разработка/JavaScript/Web API. Сборник рецептов.pdf,Web API. Сборник рецептов.pdf,.pdf,34.81,2,JavaScript,no
Веб-разработка/NGINX/NGINX_Cookbook.pdf,NGINX_Cookbook.pdf,.pdf,9.85,2,NGINX,no
Веб-разработка/Node.js/Efficient Node.Js_True.pdf,Efficient Node.Js_True.pdf,.pdf,10.41,2,Node.js,no
Веб-разработка/Node.js/Node.js в действии.pdf,Node.js в действии.pdf,.pdf,14.92,2,Node.js,no
Веб-разработка/Node.js/Web_Development_with_Node_and_Express_Leveraging_the_JavaScript_Stack_proglib.pdf,Web_Development_with_Node_and_Express_Leveraging_the_JavaScript_Stack_proglib.pdf,.pdf,8.49,2,Node.js,no
Веб-разработка/Node.js/Изучаем Node.pdf,Изучаем Node.pdf,.pdf,5.18,2,Node.js,no
Веб-разработка/Node.js/Эффективный Node.js.pdf,Эффективный Node.js.pdf,.pdf,6.65,2,Node.js,no
Веб-разработка/React/John_Sheehan_Creating_React_Front_End_Web_Applications_with_Python.epub,John_Sheehan_Creating_React_Front_End_Web_Applications_with_Python.epub,.epub,6.26,2,React,no
Веб-разработка/React/Just React! Learn React the React Way.pdf,Just React! Learn React the React Way.pdf,.pdf,10.19,2,React,no
Веб-разработка/React/Just.React.Learn.React.the.React.Way.epub,Just.React.Learn.React.the.React.Way.epub,.epub,47.66,2,React,no
Веб-разработка/React/Packt.React.Projects.2nd.Edition.1801070636.pdf,Packt.React.Projects.2nd.Edition.1801070636.pdf,.pdf,6.49,2,React,no
Веб-разработка/React/React быстро.pdf,React быстро.pdf,.pdf,14.36,2,React,no
Веб-разработка/React/React и Redux. Функциональная веб-разработка  2018.pdf,React и Redux. Функциональная веб-разработка  2018.pdf,.pdf,9.64,2,React,no
"Веб-разработка/React/React современные шаблоны для разработки приложений 2-е изд [2022] Алекс Бэнкс, Ева Порселло.epub","React современные шаблоны для разработки приложений 2-е изд [2022] Алекс Бэнкс, Ева Порселло.epub",.epub,4.62,2,React,no
Веб-разработка/React/react-course-ru-v2.pdf,react-course-ru-v2.pdf,.pdf,6.5,2,React,no
Веб-разработка/React/React.js Projects 2019.pdf,React.js Projects 2019.pdf,.pdf,22.78,2,React,no
Веб-разработка/React/React.pdf,React.pdf,.pdf,32.09,2,React,no
Веб-разработка/React/React_v_deystvii_2019_Tomas.pdf,React_v_deystvii_2019_Tomas.pdf,.pdf,52.97,2,React,no
Веб-разработка/React/Изучаем_React_Практическое_руководство_2019.pdf,Изучаем_React_Практическое_руководство_2019.pdf,.pdf,11.37,2,React,no
Веб-разработка/React/Мардан_А_React_быстро_Библиотека.pdf,Мардан_А_React_быстро_Библиотека.pdf,.pdf,13.83,2,React,no
Веб-разработка/React/Путь к изучению React.pdf,Путь к изучению React.pdf,.pdf,0.96,2,React,no
Веб-разработка/React/Разработка веб-приложения GrapphQL React Node js Neo4j.pdf,Разработка веб-приложения GrapphQL React Node js Neo4j.pdf,.pdf,20.53,2,React,no
Веб-разработка/React/Стоян Стефанов React-js Быстрый стоарт- 2017.pdf,Стоян Стефанов React-js Быстрый стоарт- 2017.pdf,.pdf,6.53,2,React,no
Веб-разработка/Vue/Building Vue.js Applications with GraphQL.epub,Building Vue.js Applications with GraphQL.epub,.epub,4.37,2,Vue,no
Веб-разработка/Vue/Frontend Development Projects with Vue-js-3.pdf,Frontend Development Projects with Vue-js-3.pdf,.pdf,22.55,2,Vue,no
Веб-разработка/Vue/Fullstack Vue (Hassan Djirdeh).pdf,Fullstack Vue (Hassan Djirdeh).pdf,.pdf,18.44,2,Vue,no
Веб-разработка/Vue/Vue.js в действии.pdf,Vue.js в действии.pdf,.pdf,42.97,2,Vue,no
Встроенные системы/Arduino/!Управление модулем ARDUINO по Wi-Fi.pdf,!Управление модулем ARDUINO по Wi-Fi.pdf,.pdf,104.28,2,Arduino,no
Встроенные системы/Arduino/77 проектов для Arduino.pdf,77 проектов для Arduino.pdf,.pdf,47.23,2,Arduino,no
Встроенные системы/Arduino/ARDUINO Быстрый старт.pdf,ARDUINO Быстрый старт.pdf,.pdf,14.81,2,Arduino,no
Встроенные системы/Arduino/Arduino для детей.pdf,Arduino для детей.pdf,.pdf,22.94,2,Arduino,no
Встроенные системы/Arduino/Arduino для изобретателей.pdf,Arduino для изобретателей.pdf,.pdf,44.58,2,Arduino,no
Встроенные системы/Arduino/Arduino для начинающих  2017.pdf,Arduino для начинающих  2017.pdf,.pdf,8.76,2,Arduino,no
Встроенные системы/Arduino/Arduino для секретных агентов.pdf,Arduino для секретных агентов.pdf,.pdf,10.21,2,Arduino,no
Встроенные системы/Arduino/Arduino на пальцах.pdf,Arduino на пальцах.pdf,.pdf,12.23,2,Arduino,no
"Встроенные системы/Arduino/Arduino,_датчики_и_сети_для_связи_устройств.pdf","Arduino,_датчики_и_сети_для_связи_устройств.pdf",.pdf,13.26,2,Arduino,no
Встроенные системы/Arduino/Arduino. Большая книга рецептов.pdf,Arduino. Большая книга рецептов.pdf,.pdf,74.04,2,Arduino,no
Встроенные системы/Arduino/Arduino. Искусственный интеллект.pdf,Arduino. Искусственный интеллект.pdf,.pdf,9.23,2,Arduino,no
Встроенные системы/Arduino/Arduino_От_азов_программирования_до_создания_практических_устройств.djvu,Arduino_От_азов_программирования_до_создания_практических_устройств.djvu,.djvu,13.27,2,Arduino,no
Встроенные системы/Arduino/Arduino_Полный_учебный_курс_От_игры_к_инженерному_проекту.pdf,Arduino_Полный_учебный_курс_От_игры_к_инженерному_проекту.pdf,.pdf,15.6,2,Arduino,no
Встроенные системы/Arduino/Best_Arduino_Automation_Project.pdf,Best_Arduino_Automation_Project.pdf,.pdf,3.82,2,Arduino,no
Встроенные системы/Arduino/Bystry_start_Pervye_shagi_po_osvoeniyu_Arduino_2015.pdf,Bystry_start_Pervye_shagi_po_osvoeniyu_Arduino_2015.pdf,.pdf,14.81,2,Arduino,no
Встроенные системы/Arduino/Getting_Started_With_Arduino_The_Open_Source_Electronics_Prototy.pdf,Getting_Started_With_Arduino_The_Open_Source_Electronics_Prototy.pdf,.pdf,28.4,2,Arduino,no
Встроенные системы/Arduino/Meykerstvo_Arduino_i_Raspberry_Pi_2017.pdf,Meykerstvo_Arduino_i_Raspberry_Pi_2017.pdf,.pdf,14.98,2,Arduino,no
Встроенные системы/Arduino/Ардуино для чайников.pdf,Ардуино для чайников.pdf,.pdf,9.66,2,Arduino,no
Встроенные системы/Arduino/Быстрый старт-первые шаги по изучению_Arduino_2015.pdf,Быстрый старт-первые шаги по изучению_Arduino_2015.pdf,.pdf,14.81,2,Arduino,no
Встроенные системы/Arduino/Джереми Блум Изучаем Arduino- инструменты и методы технического волшебства (2015).djvu,Джереми Блум Изучаем Arduino- инструменты и методы технического волшебства (2015).djvu,.djvu,51.37,2,Arduino,no
Встроенные системы/Arduino/Измерительная лаборатория внутри Arduino.pdf,Измерительная лаборатория внутри Arduino.pdf,.pdf,32.95,2,Arduino,no
Встроенные системы/Arduino/Изучаем Arduino UNO R4.pdf,Изучаем Arduino UNO R4.pdf,.pdf,35.92,2,Arduino,no
Встроенные системы/Arduino/Изучаем Arduino.pdf,Изучаем Arduino.pdf,.pdf,43.39,2,Arduino,no
Встроенные системы/Arduino/Конструируем роботов ARDUINO.pdf,Конструируем роботов ARDUINO.pdf,.pdf,10.29,2,Arduino,no
Встроенные системы/Arduino/Мобильные роботы на базе Arduino.pdf,Мобильные роботы на базе Arduino.pdf,.pdf,47.75,2,Arduino,no
Встроенные системы/Arduino/Освоение Arduino - 2014.pdf,Освоение Arduino - 2014.pdf,.pdf,69.11,2,Arduino,no
Встроенные системы/Arduino/От Arduino до Omega@CryptoMakson.djvu,От Arduino до Omega@CryptoMakson.djvu,.djvu,55.6,2,Arduino,no
Встроенные системы/Arduino/Первые шаги с Arduino.pdf,Первые шаги с Arduino.pdf,.pdf,15.47,2,Arduino,no
Встроенные системы/Arduino/Программирование плат ARDUINO.pdf,Программирование плат ARDUINO.pdf,.pdf,34.51,2,Arduino,no
Встроенные системы/Arduino/Саймон_Монк_Электроника_Сборник_рецептов_готовые_решения 2019.pdf,Саймон_Монк_Электроника_Сборник_рецептов_готовые_решения 2019.pdf,.pdf,68.07,2,Arduino,no
Встроенные системы/Arduino/Танака_Кенъити_Занимательная_электроника.pdf,Танака_Кенъити_Занимательная_электроника.pdf,.pdf,14.92,2,Arduino,no
"Встроенные системы/Arduino/Шеффер,_Флориан_Электроника_для_детей_ДМК_издатељство_2019.pdf","Шеффер,_Флориан_Электроника_для_детей_ДМК_издатељство_2019.pdf",.pdf,22.76,2,Arduino,no
Встроенные системы/FPGA/FPGA Programming for Beginners (Frank Bruno).pdf,FPGA Programming for Beginners (Frank Bruno).pdf,.pdf,11.79,2,FPGA,no
Встроенные системы/FPGA/Программируемые_логические_автоматы.pdf,Программируемые_логические_автоматы.pdf,.pdf,16.4,2,FPGA,no
Встроенные системы/FPGA/Цифровой синтез.pdf,Цифровой синтез.pdf,.pdf,37.55,2,FPGA,no
Встроенные системы/IoT/!Мунистер_Компьютерные_сети_IoT_и_межмашинное_взаимодействие.pdf,!Мунистер_Компьютерные_сети_IoT_и_межмашинное_взаимодействие.pdf,.pdf,24.16,2,IoT,no
Встроенные системы/IoT/A Concise Introduction to Robot Programming with ROS 2_2Ed.pdf,A Concise Introduction to Robot Programming with ROS 2_2Ed.pdf,.pdf,23.81,2,IoT,no
Встроенные системы/IoT/Aerial Robotic Workers_ Design.pdf,Aerial Robotic Workers_ Design.pdf,.pdf,18.65,2,IoT,no
Встроенные системы/IoT/Ambient_Intelligence_and_Internet_of_Things.pdf,Ambient_Intelligence_and_Internet_of_Things.pdf,.pdf,22.59,2,IoT,no
Встроенные системы/IoT/Arduino_Uno_и_Raspberry_Pi_3_от_схемотехники_к_IoT.pdf,Arduino_Uno_и_Raspberry_Pi_3_от_схемотехники_к_IoT.pdf,.pdf,28.77,2,IoT,no
Встроенные системы/IoT/Closing_the_Care_Gap_with_Wearable_Devices.pdf,Closing_the_Care_Gap_with_Wearable_Devices.pdf,.pdf,5.02,2,IoT,no
Встроенные системы/IoT/Edge Computing_Systems.pdf,Edge Computing_Systems.pdf,.pdf,7.64,2,IoT,no
Встроенные системы/IoT/Energy IoT Architecture.pdf,Energy IoT Architecture.pdf,.pdf,26.66,2,IoT,no
Встроенные системы/IoT/Engineering Secure Devices_True.pdf,Engineering Secure Devices_True.pdf,.pdf,4.72,2,IoT,no
"Встроенные системы/IoT/Future Communication Systems Using AI, IoT.pdf","Future Communication Systems Using AI, IoT.pdf",.pdf,16.04,2,IoT,no
